0,8381
1,8408
2,6563
3,7040
4,8012
5,6950
6,6770
7,6590
8,6644
9,6482
10,6716
11,6545
12,6572
13,6581
14,6662
15,6446
16,6518
17,6779
18,6383
19,6554
20,6617
21,6518
22,6554
23,6797
24,6554
25,6644
26,6716
27,6644
28,6617
29,6590
30,6608
31,6545
32,6977
33,6689
34,6671
35,6689
36,6608
37,6536
38,6950
39,6680
40,6842
41,6581
42,6482
43,6536
44,6959
45,6491
46,6599
47,6590
48,6563
49,6491
50,6500
51,6509
52,6437
53,6509
54,6824
55,6617
56,6644
57,6410
58,6599
59,6563
60,6581
61,6527
62,6536
63,6896
64,6536
65,6563
66,6482
67,6509
68,6689
69,6671
70,6635
71,6554
72,6536
73,6662
74,6491
75,6527
76,6599
77,6644
78,6608
79,6833
80,6536
81,6554
82,6599
83,6491
84,6491
85,6653
86,6617
87,6662
88,6536
89,6599
90,6599
91,6635
92,6527
93,6707
94,6590
95,6590
96,6680
97,6581
98,6986
99,8561
100,7247
101,6527
102,6671
103,6428
104,6383
105,6482
106,6356
107,6743
108,6482
109,6518
110,6464
111,6509
112,6626
113,6437
114,6905
115,6599
116,6563
117,6617
118,6590
119,6536
120,6788
121,6653
122,6698
123,6590
124,6581
125,6545
126,6608
127,6563
128,6392
129,6572
130,6464
131,6455
132,6671
133,6329
134,6464
135,6410
136,6437
137,6473
138,6401
139,6608
140,6581
141,6491
142,6500
143,6365
144,6617
145,6473
146,6932
147,6554
148,6572
149,6518
150,6509
151,6446
152,6509
153,6923
154,6653
155,6455
156,6473
157,6617
158,6509
159,6536
160,6410
161,6590
162,6617
163,6689
164,7364
165,6500
166,6617
167,6554
168,6554
169,6626
170,6581
171,6554
172,6617
173,6680
174,6563
175,6536
176,6473
177,6563
178,6617
179,6527
180,6509
181,6491
182,6590
183,6563
184,6509
185,6482
186,6464
187,6491
188,6518
189,6590
190,6914
191,6545
192,8345
193,6977
194,6500
195,6554
196,6626
197,6689
198,6680
199,6671
200,6572
201,6608
202,6545
203,6599
204,6797
205,6671
206,6662
207,6707
208,6527
209,6572
210,6473
211,6635
212,6572
213,6869
214,6518
215,6554
216,6572
217,6554
218,6788
219,6905
220,6680
221,6950
222,6833
223,7040
224,6896
225,8039
226,6653
227,6590
228,6761
229,6653
230,7130
231,6581
232,6356
233,6851
234,6851
235,6806
236,7220
237,6824
238,6950
239,6869
240,6968
241,6824
242,6671
243,6833
244,7013
245,7283
246,7148
247,7211
248,6563
249,6473
250,6563
251,6563
252,6554
253,6914
254,6383
255,6554
256,6734
257,6518
258,6455
259,6500
260,6671
261,6689
262,6365
263,6518
264,6419
265,6716
266,6383
267,6914
268,6581
269,6563
270,6536
271,6680
272,6644
273,6860
274,6986
275,7346
276,7391
277,6959
278,7184
279,7616
280,6842
281,6743
282,10136
283,6932
284,6410
285,6617
286,6563
287,6545
288,6635
289,6608
290,6500
291,6896
292,6689
293,6518
294,6644
295,6986
296,6662
297,6518
298,6698
299,6716
300,6608
301,6644
302,6671
303,7031
304,6617
305,6563
306,6581
307,6644
308,6689
309,7013
310,6446
311,6509
312,6608
313,6671
314,6626
315,7499
316,6833
317,6707
318,7256
319,6680
320,6995
321,6698
322,6644
323,6608
324,6878
325,6428
326,7103
327,6554
328,6590
329,6581
330,6752
331,6437
332,6590
333,6581
334,6653
335,6491
336,6608
337,6572
338,6554
339,6599
340,6518
341,6590
342,6509
343,6554
344,6644
345,6536
346,6509
347,6500
348,6536
349,6437
350,6842
351,6536
352,6383
353,6491
354,6266
355,6428
356,6518
357,6500
358,6320
359,6590
360,6392
361,6491
362,6590
363,6554
364,6401
365,6527
366,6599
367,6671
368,6527
369,6374
370,6482
371,8993
372,6653
373,6563
374,6347
375,6545
376,6419
377,6437
378,6446
379,6536
380,6518
